TTR,vad_neg,vad_neu,vad_pos,FKE,SMOG,stop,wordlen,NB_pobj,NB_psubj,quotes,Exclaim,AllPunc,allcaps,cause,insight,cogmech,sad,inhib,certain,tentat,discrep,excl,incl,quant,number,swear,funct,ppron,pronoun,we,i,shehe,you,ipron,they,death,hear,feel,percept,filler,social,affect,posemo,negemo,anx,anger,assent,nonfl,verb,article,past,auxverb,future,present,preps,adverb,negate,conj,achieve,work,TTR_title,vad_neg_title,vad_neu_title,vad_pos_title,FKE_title,SMOG_title,stop_title,wordlen_title,WC_title,NB_pobj_title,NB_psubj_title,quotes_title,Exclaim_title,AllPunc_title,allcaps_title,cause_title,insight_title,cogmech_title,sad_title,inhib_title,certain_title,tentat_title,discrep_title,excl_title,incl_title,quant_title,number_title,swear_title,funct_title,ppron_title,pronoun_title,we_title,i_title,shehe_title,you_title,ipron_title,they_title,death_title,hear_title,feel_title,percept_title,filler_title,social_title,affect_title,posemo_title,negemo_title,anx_title,anger_title,assent_title,nonfl_title,verb_title,article_title,past_title,auxverb_title,future_title,present_title,preps_title,adverb_title,negate_title,conj_title,achieve_title
0.657232704403,0.048,0.88,0.072,11.8919,13.757057484,0.341736694678,5.5829787234,0.768783462202,0.231216537798,0.560224089636,0.0,10.0840336134,0.0224089635854,0.280112044818,1.12044817927,13.1652661064,0.0,1.96078431373,1.12044817927,1.96078431373,2.80112044818,0.840336134454,3.64145658263,2.80112044818,0.280112044818,0.0,35.8543417367,0.280112044818,3.081232493,0.0,0.0,0.0,0.0,2.80112044818,0.280112044818,0.0,0.280112044818,0.560224089636,0.840336134454,0.0,1.68067226891,4.48179271709,2.52100840336,1.96078431373,0.560224089636,1.40056022409,0.560224089636,0.0,9.52380952381,8.40336134454,0.840336134454,6.72268907563,1.96078431373,4.48179271709,11.2044817927,1.68067226891,0.560224089636,3.36134453782,0.280112044818,2.24089635854,1.0,0.0,1.0,0.0,10.1545,12.4868329805,0.214285714286,4.63636363636,14,0.527886993886,0.472113006114,0.0,0.0,14.2857142857,0.0714285714286,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,0.0,14.2857142857,0.0,7.14285714286,0.0,0.0,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,7.14285714286,7.14285714286,0.0,0.0,0.0,0.0
