bias_count,assertives_count,factives_count,hedges_count,implicatives_count,report_verbs_count,positive_op_count,negative_op_count,wneg_count,wpos_count,wneu_count,sneg_count,spos_count,sneu_count,TTR,vad_neg,vad_neu,vad_pos,FKE,SMOG,NB_pobj,NB_psubj,quotes,Exclaim,AllPunc,allcaps,cause,insight,cogmech,sad,inhib,certain,tentat,discrep,excl,incl,swear,funct,ppron,pronoun,we,i,shehe,you,ipron,they,percept,filler,affect,posemo,negemo,anx,anger,assent,nonfl,TTR_title,vad_neg_title,vad_neu_title,vad_pos_title,FKE_title,SMOG_title,stop_title,NB_pobj_title,NB_psubj_title,Exclaim_title,AllPunc_title,allcaps_title,cause_title,insight_title,cogmech_title,sad_title,inhib_title,certain_title,tentat_title,discrep_title,excl_title,incl_title,funct_title,ppron_title,pronoun_title,we_title,i_title,shehe_title,you_title,ipron_title,they_title,death_title,hear_title,feel_title,percept_title,filler_title,social_title,affect_title,posemo_title,negemo_title,anx_title,anger_title,assent_title,nonfl_title
0.0728291316527,0.0140056022409,0.0,0.0448179271709,0.00280112044818,0.0140056022409,0.0196078431373,0.0252100840336,0.0196078431373,0.00840336134454,0.0252100840336,0.0224089635854,0.0112044817927,0.00840336134454,0.657232704403,0.048,0.88,0.072,11.8919,13.757057484,0.768783462202,0.231216537798,0.560224089636,0.0,10.0840336134,0.0224089635854,0.280112044818,1.12044817927,13.1652661064,0.0,1.96078431373,1.12044817927,1.96078431373,2.80112044818,0.840336134454,3.64145658263,0.0,35.8543417367,0.280112044818,3.081232493,0.0,0.0,0.0,0.0,2.80112044818,0.280112044818,0.840336134454,0.0,4.48179271709,2.52100840336,1.96078431373,0.560224089636,1.40056022409,0.560224089636,0.0,1.0,0.0,1.0,0.0,10.1545,12.4868329805,0.214285714286,0.527886993886,0.472113006114,0.0,14.2857142857,0.0714285714286,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,7.14285714286,0.0,0.0,14.2857142857,0.0,7.14285714286,0.0,0.0,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
