TTR,vad_neg,vad_pos,SMOG,stop,wordlen,WC,NB_pobj,quotes,Exclaim,AllPunc,allcaps,CC,JJ,NNS,NNP,NNPS,PRP$,RB,SYM,VB,VBG,VBZ,ingest,insight,cogmech,inhib,certain,tentat,incl,relativ,motion,quant,swear,funct,ppron,shehe,death,body,feel,health,sexual,humans,posemo,verb,negate,home,leisure,achieve,work,relig,money,TTR_title,vad_pos_title,SMOG_title,stop_title,NB_psubj_title,quotes_title,Exclaim_title,AllPunc_title,allcaps_title,EX_title,IN_title,NN_title,PDT_title,POS_title,PRP_title,RB_title,RBR_title,RP_title,WRB_title,VB_title,VBD_title,VBG_title,VBN_title,VBP_title,VBZ_title,ingest_title,cause_title,insight_title,cogmech_title,sad_title,discrep_title,time_title,relativ_title,motion_title,quant_title,funct_title,pronoun_title,you_title,they_title,body_title,filler_title,sexual_title,friend_title,humans_title,posemo_title,negemo_title,nonfl_title,article_title,past_title,future_title,preps_title,adverb_title,conj_title,home_title,leisure_title,achieve_title,relig_title,money_title
0.657232704403,0.048,0.072,13.757057484,0.341736694678,5.5829787234,357,0.768783462202,0.560224089636,0.0,10.0840336134,0.0224089635854,0.0251572327044,0.0849056603774,0.0660377358491,0.135220125786,0.00314465408805,0.0125786163522,0.0314465408805,0.0,0.059748427673,0.0283018867925,0.0314465408805,0.0,1.12044817927,13.1652661064,1.96078431373,1.12044817927,1.96078431373,3.64145658263,11.4845938375,1.68067226891,2.80112044818,0.0,35.8543417367,0.280112044818,0.0,0.0,0.560224089636,0.560224089636,0.0,0.0,0.0,2.52100840336,9.52380952381,0.560224089636,0.0,0.0,0.280112044818,2.24089635854,0.0,0.560224089636,1.0,0.0,12.4868329805,0.214285714286,0.472113006114,0.0,0.0,14.2857142857,0.0714285714286,0.0,0.106918238994,0.119496855346,0.00314465408805,0.0,0.00943396226415,0.0314465408805,0.0,0.00314465408805,0.00314465408805,0.059748427673,0.0157232704403,0.0283018867925,0.0251572327044,0.0251572327044,0.0314465408805,0.0,0.0,0.0,7.14285714286,0.0,7.14285714286,0.0,0.0,0.0,0.0,14.2857142857,7.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
