source_code,TTR,vad_pos,SMOG,wordlen,WC,NB_pobj,Exclaim,AllPunc,allcaps,CC,FW,JJ,NNS,NNP,NNPS,PRP$,RBR,SYM,UH,WRB,VBD,VBG,VBZ,cogmech,certain,tentat,excl,incl,relativ,motion,quant,swear,funct,i,shehe,you,ipron,death,bio,body,hear,feel,filler,health,social,humans,posemo,conj,home,achieve,work,relig,money,TTR_title,SMOG_title,stop_title,NB_psubj_title,quotes_title,Exclaim_title,allcaps_title,EX_title,IN_title,POS_title,PRP_title,RB_title,RP_title,WRB_title,VB_title,VBN_title,VBP_title,VBZ_title,WP_title,ingest_title,cause_title,cogmech_title,time_title,excl_title,relativ_title,quant_title,funct_title,pronoun_title,i_title,you_title,they_title,death_title,bio_title,body_title,hear_title,sexual_title,family_title,friend_title,humans_title,posemo_title,negemo_title,verb_title,article_title,past_title,future_title,adverb_title,conj_title,home_title,leisure_title,achieve_title
69671,0.657232704403,0.072,13.757057484,5.5829787234,357,0.768783462202,0.0,10.0840336134,0.0224089635854,0.0251572327044,0.0,0.0849056603774,0.0660377358491,0.135220125786,0.00314465408805,0.0125786163522,0.0,0.0,0.0,0.00314465408805,0.0157232704403,0.0283018867925,0.0314465408805,13.1652661064,1.12044817927,1.96078431373,0.840336134454,3.64145658263,11.4845938375,1.68067226891,2.80112044818,0.0,35.8543417367,0.0,0.0,0.0,2.80112044818,0.0,0.560224089636,0.560224089636,0.280112044818,0.560224089636,0.0,0.0,1.68067226891,0.0,2.52100840336,3.36134453782,0.0,0.280112044818,2.24089635854,0.0,0.560224089636,1.0,12.4868329805,0.214285714286,0.472113006114,0.0,0.0,0.0714285714286,0.0,0.106918238994,0.0,0.00943396226415,0.0314465408805,0.00314465408805,0.00314465408805,0.059748427673,0.0251572327044,0.0251572327044,0.0314465408805,0.00314465408805,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,14.2857142857,7.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
