bias_count,assertives_count,factives_count,hedges_count,implicatives_count,report_verbs_count,positive_op_count,negative_op_count,wneg_count,wpos_count,wneu_count,sneg_count,spos_count,sneu_count,TTR,vad_neg,vad_neu,vad_pos,FKE,SMOG,NB_pobj,NB_psubj,quotes,Exclaim,AllPunc,allcaps,cause,insight,cogmech,sad,inhib,certain,tentat,discrep,excl,incl,swear,funct,ppron,pronoun,we,i,shehe,you,ipron,they,percept,filler,affect,posemo,negemo,anx,anger,assent,nonfl,TTR_title,vad_neg_title,vad_neu_title,vad_pos_title,FKE_title,SMOG_title,stop_title,NB_pobj_title,NB_psubj_title,Exclaim_title,AllPunc_title,allcaps_title,cause_title,insight_title,cogmech_title,sad_title,inhib_title,certain_title,tentat_title,discrep_title,excl_title,incl_title,funct_title,ppron_title,pronoun_title,we_title,i_title,shehe_title,you_title,ipron_title,they_title,death_title,hear_title,feel_title,percept_title,filler_title,social_title,affect_title,posemo_title,negemo_title,anx_title,anger_title,assent_title,nonfl_title
0.07498897221,0.00617556241729,0.0,0.0123511248346,0.00176444640494,0.0127922364358,0.0180855756506,0.0317600352889,0.0167622408469,0.0247022496692,0.0255844728716,0.014997794442,0.0123511248346,0.00794000882223,0.450251256281,0.117,0.774,0.109,11.9348,13.7025910202,0.7576399789364635,0.24236002106352772,0.0,0.132333480371,12.130569034,0.00838112042347,0.970445522717,1.01455668284,12.3070136745,0.264666960741,0.705778561976,0.838112042347,1.4997794442,1.45566828408,2.07322452581,4.54344949272,0.0,37.6268195854,1.67622408469,4.76400529334,0.661667401853,0.0,0.0441111601235,0.397000441112,3.08778120865,0.573445081606,0.308778120865,0.0441111601235,3.22011468902,2.47022496692,0.7498897221,0.0441111601235,0.220555800618,0.617556241729,0.264666960741,0.941176470588,0.0,0.843,0.157,9.7812,3.0,0.277777777778,0.914070656787815,0.08592934321218512,0.0,5.55555555556,0.0,0.0,0.0,5.55555555556,0.0,0.0,0.0,0.0,0.0,0.0,5.55555555556,38.8888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
