TTR,vad_neg,vad_neu,vad_pos,FKE,SMOG,stop,wordlen,NB_pobj,NB_psubj,quotes,Exclaim,AllPunc,allcaps,cause,insight,cogmech,sad,inhib,certain,tentat,discrep,excl,incl,quant,number,swear,funct,ppron,pronoun,we,i,shehe,you,ipron,they,death,hear,feel,percept,filler,social,affect,posemo,negemo,anx,anger,assent,nonfl,verb,article,past,auxverb,future,present,preps,adverb,negate,conj,achieve,work,TTR_title,vad_neg_title,vad_neu_title,vad_pos_title,FKE_title,SMOG_title,stop_title,wordlen_title,WC_title,NB_pobj_title,NB_psubj_title,quotes_title,Exclaim_title,AllPunc_title,allcaps_title,cause_title,insight_title,cogmech_title,sad_title,inhib_title,certain_title,tentat_title,discrep_title,excl_title,incl_title,quant_title,number_title,swear_title,funct_title,ppron_title,pronoun_title,we_title,i_title,shehe_title,you_title,ipron_title,they_title,death_title,hear_title,feel_title,percept_title,filler_title,social_title,affect_title,posemo_title,negemo_title,anx_title,anger_title,assent_title,nonfl_title,verb_title,article_title,past_title,auxverb_title,future_title,present_title,preps_title,adverb_title,negate_title,conj_title,achieve_title
0.721518987342,0.031,0.84,0.129,10.6295,13.246950766,0.296703296703,5.46875,0.659324909324,0.340675090676,0.0,0.0,13.1868131868,0.021978021978,0.0,0.0,12.0879120879,0.0,0.0,0.0,1.0989010989,5.49450549451,3.2967032967,4.3956043956,0.0,2.1978021978,0.0,30.7692307692,2.1978021978,2.1978021978,0.0,0.0,2.1978021978,0.0,0.0,0.0,0.0,2.1978021978,0.0,2.1978021978,0.0,6.59340659341,3.2967032967,3.2967032967,0.0,0.0,0.0,0.0,0.0,17.5824175824,5.49450549451,7.69230769231,8.79120879121,2.1978021978,5.49450549451,5.49450549451,0.0,2.1978021978,5.49450549451,2.1978021978,0.0,0.947368421053,0.058,0.765,0.177,6.7253,8.47722557505,0.136363636364,3.94736842105,22,0.567600007874,0.432399992126,0.0,0.0,9.09090909091,0.0,0.0,0.0,4.54545454545,0.0,0.0,0.0,0.0,0.0,0.0,4.54545454545,0.0,0.0,0.0,13.6363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54545454545,0.0,0.0,0.0,0.0,4.54545454545,0.0,0.0,4.54545454545,0.0
