pid,source_code,bias_count,assertives_count,factives_count,hedges_count,implicatives_count,report_verbs_count,positive_op_count,negative_op_count,wneg_count,wpos_count,wneu_count,sneg_count,spos_count,sneu_count,TTR,vad_neg,vad_neu,vad_pos,FKE,SMOG,stop,wordlen,WC,NB_pobj,NB_psubj,quotes,Exclaim,AllPunc,allcaps,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,WP$,WRB,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,ingest,cause,insight,cogmech,sad,inhib,certain,tentat,discrep,space,time,excl,incl,relativ,motion,quant,number,swear,funct,ppron,pronoun,we,i,shehe,you,ipron,they,death,bio,body,hear,feel,percept,see,filler,health,sexual,social,family,friend,humans,affect,posemo,negemo,anx,anger,assent,nonfl,verb,article,past,auxverb,future,present,preps,adverb,negate,conj,home,leisure,achieve,work,relig,money,TTR_title,vad_neg_title,vad_neu_title,vad_pos_title,FKE_title,SMOG_title,stop_title,wordlen_title,WC_title,NB_pobj_title,NB_psubj_title,quotes_title,Exclaim_title,AllPunc_title,allcaps_title,CC_title,CD_title,DT_title,EX_title,FW_title,IN_title,JJ_title,JJR_title,JJS_title,LS_title,MD_title,NN_title,NNS_title,NNP_title,NNPS_title,PDT_title,POS_title,PRP_title,PRP$_title,RB_title,RBR_title,RBS_title,RP_title,SYM_title,TO_title,UH_title,WP$_title,WRB_title,VB_title,VBD_title,VBG_title,VBN_title,VBP_title,VBZ_title,WDT_title,WP_title,ingest_title,cause_title,insight_title,cogmech_title,sad_title,inhib_title,certain_title,tentat_title,discrep_title,space_title,time_title,excl_title,incl_title,relativ_title,motion_title,quant_title,number_title,swear_title,funct_title,ppron_title,pronoun_title,we_title,i_title,shehe_title,you_title,ipron_title,they_title,death_title,bio_title,body_title,hear_title,feel_title,percept_title,see_title,filler_title,health_title,sexual_title,social_title,family_title,friend_title,humans_title,affect_title,posemo_title,negemo_title,anx_title,anger_title,assent_title,nonfl_title,verb_title,article_title,past_title,auxverb_title,future_title,present_title,preps_title,adverb_title,negate_title,conj_title,home_title,leisure_title,achieve_title,work_title,relig_title,money_title,bias_count_title,assertives_count_title,factives_count_title,hedges_count_title,implicatives_count_title,report_verbs_count_title,positive_op_count_title,negative_op_count_title,wneg_count_title,wpos_count_title,wneu_count_title,sneg_count_title,spos_count_title,sneu_count_title
1,86,0.07498897221,0.00617556241729,0.0,0.0123511248346,0.00176444640494,0.0127922364358,0.0180855756506,0.0317600352889,0.0167622408469,0.0247022496692,0.0255844728716,0.014997794442,0.0123511248346,0.00794000882223,0.450251256281,0.117,0.774,0.109,11.9348,13.7025910202,0.330833700926,5.56954515491,2267,0.7576399789364635,0.24236002106352772,0.0,0.132333480371,12.130569034,0.00838112042347,0.039764359352,0.0250368188513,0.0991654393716,0.000490918016691,0.000981836033382,0.13794796269,0.093765341188,0.00638193421699,0.000981836033382,0.0,0.00834560628375,0.168384879725,0.0633284241532,0.0864015709377,0.00490918016691,0.00147275405007,0.0,0.0250368188513,0.0108001963672,0.0446735395189,0.00196367206676,0.0,0.00343642611684,0.0,0.0220913107511,0.0,0.0,0.00441826215022,0.0324005891016,0.0260186548846,0.0152184585174,0.0176730486009,0.0225822287678,0.0284732449681,0.00589101620029,0.00196367206676,0.220555800618,0.970445522717,1.01455668284,12.3070136745,0.264666960741,0.705778561976,0.838112042347,1.4997794442,1.45566828408,4.41111601235,2.77900308778,2.07322452581,4.54344949272,9.13101014557,1.14689016321,2.33789148655,0.529333921482,0.0,37.6268195854,1.67622408469,4.76400529334,0.661667401853,0.0,0.0441111601235,0.397000441112,3.08778120865,0.573445081606,0.088222320247,0.441111601235,0.0,0.220555800618,0.0441111601235,0.308778120865,0.0,0.0441111601235,0.220555800618,0.0,3.61711513013,0.0,0.088222320247,0.132333480371,3.22011468902,2.47022496692,0.7498897221,0.0441111601235,0.220555800618,0.617556241729,0.264666960741,6.04322893692,6.48434053816,1.10277900309,4.19056021173,0.7498897221,3.83767093075,12.6157917953,2.11733568593,1.58800176445,5.69033965593,0.088222320247,0.0441111601235,1.76444640494,3.97000441112,0.0,1.67622408469,0.941176470588,0.0,0.843,0.157,9.7812,3.0,0.277777777778,5.15384615385,18,0.914070656787815,0.08592934321218512,0.0,0.0,5.55555555556,0.0,0.039764359352,0.0250368188513,0.0991654393716,0.000490918016691,0.000981836033382,0.13794796269,0.093765341188,0.00638193421699,0.000981836033382,0.0,0.00834560628375,0.168384879725,0.0633284241532,0.0864015709377,0.00490918016691,0.00147275405007,0.0,0.0250368188513,0.0108001963672,0.0446735395189,0.00196367206676,0.0,0.00343642611684,0.0,0.0220913107511,0.0,0.0,0.00441826215022,0.0324005891016,0.0260186548846,0.0152184585174,0.0176730486009,0.0225822287678,0.0284732449681,0.00589101620029,0.00196367206676,0.0,0.0,0.0,5.55555555556,0.0,0.0,0.0,0.0,0.0,5.55555555556,11.1111111111,0.0,5.55555555556,22.2222222222,0.0,0.0,0.0,0.0,38.8888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6666666667,0.0,0.0,0.0,0.0,22.2222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
