factives_count,hedges_count,wpos_count,wneu_count,spos_count,sneu_count,vad_neg,vad_neu,vad_pos,FKE,SMOG,stop,wordlen,WC,NB_pobj,NB_psubj,Exclaim,AllPunc,allcaps,CD,DT,FW,IN,JJ,LS,MD,NN,NNS,NNP,POS,PRP,PRP$,SYM,WP$,WRB,VB,VBD,VBP,WDT,ingest,cause,insight,inhib,certain,discrep,space,time,incl,relativ,swear,funct,ppron,shehe,you,body,hear,feel,friend,humans,nonfl,article,past,future,preps,negate,achieve,relig,vad_pos_title,FKE_title,SMOG_title,wordlen_title,WC_title,NB_pobj_title,Exclaim_title,AllPunc_title,allcaps_title,CD_title,DT_title,FW_title,IN_title,JJ_title,JJR_title,LS_title,MD_title,NNS_title,NNP_title,PDT_title,PRP_title,PRP$_title,SYM_title,WP$_title,WRB_title,VB_title,VBD_title,VBP_title,WDT_title,insight_title,discrep_title,excl_title,incl_title,swear_title,verb_title,present_title,preps_title,money_title,positive_op_count_title
0.0,0.021978021978,0.0,0.021978021978,0.021978021978,0.0,0.031,0.84,0.129,10.6295,13.246950766,0.296703296703,5.46875,91,0.659324909324,0.340675090676,0.0,13.1868131868,0.021978021978,0.0,0.0632911392405,0.0,0.0506329113924,0.0253164556962,0.0,0.0253164556962,0.177215189873,0.0506329113924,0.26582278481,0.0,0.0506329113924,0.0,0.0,0.0,0.0,0.0632911392405,0.0632911392405,0.0126582278481,0.0,0.0,0.0,0.0,0.0,0.0,5.49450549451,1.0989010989,0.0,4.3956043956,3.2967032967,0.0,30.7692307692,2.1978021978,2.1978021978,0.0,0.0,2.1978021978,0.0,0.0,0.0,0.0,5.49450549451,7.69230769231,2.1978021978,5.49450549451,2.1978021978,2.1978021978,0.0,0.177,6.7253,8.47722557505,3.94736842105,22,0.567600007874,0.0,9.09090909091,0.0,0.0,0.0632911392405,0.0,0.0506329113924,0.0253164556962,0.0,0.0,0.0253164556962,0.0506329113924,0.26582278481,0.0,0.0506329113924,0.0,0.0,0.0,0.0,0.0632911392405,0.0632911392405,0.0126582278481,0.0,0.0,0.0,0.0,4.54545454545,0.0,0.0,0.0,4.54545454545,0.0,0.0
