TTR,vad_neg,vad_pos,SMOG,wordlen,WC,Exclaim,AllPunc,allcaps,CC,JJ,NNS,NNPS,PDT,POS,RB,SYM,VBZ,ingest,insight,cogmech,inhib,certain,incl,motion,quant,swear,funct,shehe,death,bio,health,sexual,humans,posemo,anx,preps,conj,home,leisure,achieve,work,relig,vad_pos_title,stop_title,WC_title,NB_pobj_title,NB_psubj_title,quotes_title,Exclaim_title,AllPunc_title,allcaps_title,EX_title,NN_title,PRP_title,RB_title,RP_title,WRB_title,VBG_title,VBN_title,VBP_title,VBZ_title,ingest_title,insight_title,cogmech_title,time_title,quant_title,swear_title,funct_title,death_title,body_title,health_title,sexual_title,friend_title,posemo_title,anx_title,past_title,auxverb_title,future_title,conj_title,home_title,achieve_title
0.657232704403,0.048,0.072,13.757057484,5.5829787234,357,0.0,10.0840336134,0.0224089635854,0.0251572327044,0.0849056603774,0.0660377358491,0.00314465408805,0.00314465408805,0.0,0.0314465408805,0.0,0.0314465408805,0.0,1.12044817927,13.1652661064,1.96078431373,1.12044817927,3.64145658263,1.68067226891,2.80112044818,0.0,35.8543417367,0.0,0.0,0.560224089636,0.0,0.0,0.0,2.52100840336,0.560224089636,11.2044817927,3.36134453782,0.0,0.0,0.280112044818,2.24089635854,0.0,0.0,0.214285714286,14,0.527886993886,0.472113006114,0.0,0.0,14.2857142857,0.0714285714286,0.0,0.119496855346,0.00943396226415,0.0314465408805,0.00314465408805,0.00314465408805,0.0283018867925,0.0251572327044,0.0251572327044,0.0314465408805,0.0,0.0,7.14285714286,0.0,0.0,0.0,14.2857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
